mask_client_identifier,amount1,amount2,rec_date,SMS_text
znpkqDjEwydqeqZHKYDzyw==,0,1900,2/16/2024,"dear omjly,npr 1,900.00 debited from your a/c ###0011 on 16/02/2024 remarks: shanti,aas available bal: 109491.81. update kyc url"
znpkqDjEwydqeqZHKYDzyw==,0,1000,2/16/2024,"dear xrhqp,npr 1,000.00 debited from your a/c ###0011 on 16/02/2024 remarks: yuvaraj sa available bal: 108491.81. update kyc url"
znpkqDjEwydqeqZHKYDzyw==,0,171.18,1/4/2024,"dear jqzoc,npr 171.18 credited in your a/c ###0011 on 04/01/2024 remarks: nxyzcode_cashd available bal: 20708.22. update kyc url"
OWLr0TMWp5TdH8Ii9fWWYA==,0,0,1/4/2024,your activation code is 807013. don't share this code with others sik8syxeizg
OWLr0TMWp5TdH8Ii9fWWYA==,0,0,1/4/2024,"dear wkkur, your password has been set successfully."
cqqIeeNpQ+tNeONXEmVj8g==,205,0,2/14/2024,"received rs.205 from 97488XXXXX for rrn 219219292, paid. download: url  watch: url"
cqqIeeNpQ+tNeONXEmVj8g==,165,0,2/14/2024,"received rs.165 from 98570XXXXX for rrn 219232915, ok. download: url  watch: url"
c3UcwMxbpoEoLFwni5UZ8A==,0,200,2/28/2024,"dear hooqh,npr 200.00 debited from your a/c ###0010 on 28/02/2024 remarks: dhd,khadad available bal: 3603.61. update kyc url"
c3UcwMxbpoEoLFwni5UZ8A==,0,500,1/10/2024,"dear lniuy,npr 500.00 debited from your a/c ###0010 on 10/01/2024 remarks: xyzFinancialinstitution,2777 available bal: 0.46. update kyc url"
zTDzlt5GHGWFKBrvwKQDSA==,33962.75,0,1/10/2024,"dear kojbd, ###9011 is credited by npr 33,962.75 on 10/01/2024, remarks: salary poush 2080 av bal: 49578.79. support center:#phone_num"
CE1g0h7I0lmvI2xN0CrTuw==,500,0,2/4/2024,your a/c ##01 has been withdrawn by npr 500.00 on 04/02/24 15:27rmk: 98677XXXXX 98194XXXXX. av.bal.37465.69.enjoy fd upto 9.00%
grEQACGtnSIBFvM7m9Tn1w==,122,0,1/9/2024,xyzcode ac 0####phone_num credited by npr 122.00 on 09/01/2024 for ips/3.39%nimb-div77/78dc873/dividend payable f.y.
grEQACGtnSIBFvM7m9Tn1w==,2,0,1/9/2024,xyzcode ac 0####phone_num debited by npr 2.00 on 09/01/2024 for ips fund trf charge
c3UcwMxbpoEoLFwni5UZ8A==,0,3000,1/9/2024,"dear liyzk,npr 3,000.00 credited in your a/c ###0010 on 09/01/2024 remarks: xyzcode available bal: 23000.46. update kyc url"
znpkqDjEwydqeqZHKYDzyw==,0,80000,1/9/2024,"dear qfalt,npr 80,000.00 credited in your a/c ###0011 on 09/01/2024 remarks: lptop faci available bal: 100708.22. update kyc url"
bf13/3Fb92NQN3Pejei9Eg==,0,0,1/9/2024,"stay updated about revised minimum balances in xyzFinancialinstitution accounts url a/c 099#01 credited by 25000 on 2024-01-09 17:04:32.0,xyzcode:ibft:316818110:2."
c3UcwMxbpoEoLFwni5UZ8A==,0,510,1/3/2024,"dear jdxgb,npr 510.00 debited from your a/c ###0010 on 03/01/2024 remarks: hss,ibft h available bal: 490.46. update kyc url"
ZZSwbnodFM9T0v/59+pLyQ==,5410,0,1/22/2024,"dear idgeq, your ##phone_num has been debited by npr 5,410.00 on 22/01/24. remarks:ibft/21921297/xyzcodeka;0790047238######/room rent"
cLveLm0YB1mEOxp3FRXMrQ==,4000,0,1/22/2024,"xyzcode ac 0###15194361 credited by npr 4,000.00 on 22/01/2024 for chq trf from hira rana"
BFEFbO8xBHBM4WpjrGMLiw==,60846.07,0,1/22/2024,"your a/c ##01 has been deposited by npr 60,846.07 on 22/01/24 17:28rmk: xyzFinancialinstitutiontxn cf-lfrgzbstvj:mi. av.bal.65021.97.enjoy fd upto 9.00%"
CjUlY+MarJKGnNXpAulc8w==,0,100,1/22/2024,"dear vnrxv,npr 100.00 debited from your a/c ###0017 on 22/01/2024 remarks: nt prepaid available bal: 9886.4. update kyc url"
cLveLm0YB1mEOxp3FRXMrQ==,4000,0,1/22/2024,"xyzcode ac 0###15194361 debited by npr 4,000.00 on 22/01/2024 for fund trf to padma kumari thapa-asmita"
BvMLEj0fCrXkYz1ZmDl/dg==,13000,0,2/12/2024,"dear kglzn, a/c 001###0005 withdrawn by npr 13,000.00 on 12/02/2024 12:02:00. rmk: 98580XXXXX av bal:30247.06"
bwPItYt7s6lGPLaxPIsp/g==,0,100000,1/2/2024,"dear kghrl,npr 100,000.00 credited in your a/c ###0014 on 02/01/2024 remarks: snmxp-3095 available bal: 101306.31. update kyc url"
grEQACGtnSIBFvM7m9Tn1w==,283.78,0,1/1/2024,xyzcode ac 0####phone_num credited by npr 283.78 on 01/01/2024 for ips/7.00%nimb-div78/79dc13466/dividend payable  f.
grEQACGtnSIBFvM7m9Tn1w==,2,0,1/1/2024,xyzcode ac 0####phone_num debited by npr 2.00 on 01/01/2024 for ips fund trf charge
bf13/3Fb92NQN3Pejei9Eg==,0,0,1/1/2024,"stay updated about revised minimum balances in xyzFinancialinstitution accounts url a/c 099#01 debited by 21500 on 2024-01-01 15:23:28.0,199250700-qr,xavier ."
ZXzx9IEGggpnQYgSO8orBw==,0,0,2/13/2024,"stay updated about revised minimum balances url a/c 043#01 debited by 1000 on 2024-02-13 16:54:55.0,27412289,birgunj,qr ."
bwPItYt7s6lGPLaxPIsp/g==,0,3745.56,1/15/2024,"dear uwklw, npr 3,745.56 has been deposited in your a/c ###001 on 15/01/2024 02:52. remarks: int paid for:f33175######"
bwPItYt7s6lGPLaxPIsp/g==,0,301.78,1/15/2024,"dear bfkym, npr 301.78 has been deposited in your a/c ###001 on 15/01/2024 02:23. remarks: int from : 18/10/23  to  :1"
bwPItYt7s6lGPLaxPIsp/g==,0,10777.9,1/15/2024,"dear etubm, npr 10,777.90 has been deposited in your a/c ###001 on 15/01/2024 02:52. remarks: int paid for:f33175######"
grEQACGtnSIBFvM7m9Tn1w==,4242.33,0,1/15/2024,"xyzcode ac 0####phone_num credited by npr 4,242.33 on 15/01/2024 for 55504######:int.pd:15-12-2023 to 14-01-2024"
grEQACGtnSIBFvM7m9Tn1w==,254.54,0,1/15/2024,xyzcode ac 0####phone_num debited by npr 254.54 on 15/01/2024 for 55504######:wtax pd:15-12-2023 to 14-01-2024
ZXzx9IEGggpnQYgSO8orBw==,0,0,1/15/2024,"stay updated about revised minimum balances in xyzFinancialinstitution accounts url a/c 043#01 debited by 2550 on 2024-01-15 18:11:58.0,205478385-qr,prashan."
cLveLm0YB1mEOxp3FRXMrQ==,5000,0,2/1/2024,"xyzcode ac 0###15194361 credited by npr 5,000.00 on 01/02/2024 for fund trf frm padma kumari th-r"
c3UcwMxbpoEoLFwni5UZ8A==,0,100,2/27/2024,"dear haxhx,npr 100.00 credited in your a/c ###0010 on 27/02/2024 remarks: law:170901 available bal: 3909.61. update kyc url"
Cgg5oYSu2KxJPSRbC7Kuog==,15000,0,2/27/2024,"dear rssir, ###9041 is credited by npr 15,000.00 on 27/02/2024, remarks: cips/citizens-005010 av bal: 17286.46. support center:#phone_num"
ZXzx9IEGggpnQYgSO8orBw==,0,0,2/15/2024,"stay updated about revised minimum balances url a/c 043#01 debited by 2500 on 2024-02-15 16:09:39.0,27587740,birgunj,qr ."
bwPItYt7s6lGPLaxPIsp/g==,0,12000,2/26/2024,"dear rxean,npr 12,000.00 credited in your a/c ###0014 on 26/02/2024 remarks: null985334 available bal: 68107.92. update kyc url"
cqqIeeNpQ+tNeONXEmVj8g==,750,0,1/11/2024,"received rs.750 from 98069XXXXX for rrn 203796103, hospital. download: url  watch: url"
Cgg5oYSu2KxJPSRbC7Kuog==,1010,0,1/11/2024,"dear dpmdy, ###9041 is debited by npr 1,010.00 on 11/01/2024, remarks: mb/98662XXXXX/boalnp av bal: 2144.24. support center:#phone_num"
cqqIeeNpQ+tNeONXEmVj8g==,465,0,2/25/2024,"received rs.465 from 98007XXXXX for rrn 225096468, medical. download: url  watch: url"
ZXzx9IEGggpnQYgSO8orBw==,0,0,2/25/2024,"apply for kumari sabal yojana url a/c 043#01 debited by 1440 on 2024-02-25 20:02:15.0,225126227-qr,prashan."
cLveLm0YB1mEOxp3FRXMrQ==,5000,0,2/28/2024,"xyzcode ac 0###15194361 debited by npr 5,000.00 on 28/02/2024 for fund trf to bhima rajali magar-asmita/fun mob/xyzcodemob01"
cLveLm0YB1mEOxp3FRXMrQ==,2010,0,2/28/2024,"xyzcode ac 0###15194361 debited by npr 2,010.00 on 28/02/2024 for fund trf to a/c payable ibft (in-asmita,xyzcode;/fun mob/xyzcodemob01"
cqqIeeNpQ+tNeONXEmVj8g==,750,0,1/12/2024,"received rs.750 from 98666XXXXX for rrn 204389331, madical. download: url  watch: url"
CaRMs797vWJe9l0zQInIKg==,21000,0,1/12/2024,"dear ecyoh, your 0###001 credited by npr 21,000.00 on 12/01/2024 18:43:45,rmk:164641609 khc-oac3urrlrjecejd2rrfgq."
CaRMs797vWJe9l0zQInIKg==,6000,0,1/12/2024,"dear gdeen, your 0###001 credited by npr 6,000.00 on 12/01/2024 18:47:44,rmk:xyzcode xyzcode-24725286:xyzcode."
CaRMs797vWJe9l0zQInIKg==,24000,0,1/12/2024,"dear lzbru, your 0###001 credited by npr 24,000.00 on 12/01/2024 18:48:19,rmk:xyzcode nicxp-101614154:xyzcode."
ZXzx9IEGggpnQYgSO8orBw==,0,0,1/12/2024,"stay updated about revised minimum balances in xyzFinancialinstitution accounts url a/c 043#01 debited by 3200 on 2024-01-12 20:04:38.0,ft from sapnil katuw."
CaRMs797vWJe9l0zQInIKg==,1000,0,1/12/2024,"dear ycllk, your 0###001 credited by npr 1,000.00 on 12/01/2024 20:54:05,rmk:xyzcode nicxp-101644958:xyzcode."
CaRMs797vWJe9l0zQInIKg==,1000,0,1/12/2024,"dear remiu, your 0###001 credited by npr 1,000.00 on 12/01/2024 21:06:23,rmk:xyzcode nicxp-101646825:xyzcode."
BFEFbO8xBHBM4WpjrGMLiw==,2350,0,1/28/2024,"your a/c ##01 has been withdrawn by npr 2,350.00 on 28/01/24 17:38rmk: 98672XXXXX 211353165,2222. av.bal.79161.97.enjoy fd upto 9.00%"
OWLr0TMWp5TdH8Ii9fWWYA==,0,0,1/28/2024,"dear iajna, your verification code for forgot password is 494560. don't share this code with anyone."
CjUlY+MarJKGnNXpAulc8w==,0,520,1/28/2024,"dear ylgss,npr 520.00 debited from your a/c ###0017 on 28/01/2024 remarks: xyzFinancialinstitution,2884 available bal: 40705.4. update kyc url"
cLveLm0YB1mEOxp3FRXMrQ==,5010,0,1/24/2024,"xyzcode ac 0###15194361 debited by npr 5,010.00 on 24/01/2024 for fund trf to a/c payable ibft (in-khalti,xyzcodeka;"
bzzFF6EQHy9VDlbl0Erh/g==,0,10000,1/24/2024,"dear zrmyz, npr 10,000.00 has been deposited in your a/c 108###11 on 24/01/2024 12:00:54. rmk: 98159XXXXX,chain gate due"
bzzFF6EQHy9VDlbl0Erh/g==,0,10000,1/24/2024,"dear umsps, npr 10,000.00 has been withdrawn from your a/c 108###11 on 24/01/2024 12:12:27. rmk: cwd atm @ xyzcode illam atm"
CaRMs797vWJe9l0zQInIKg==,50000,0,2/4/2024,"dear jdneg, your 0###001 credited by npr 50,000.00 on 04/02/2024 12:44:54,rmk:xyzcode nabil-xp-48267645:xyzcode."
CaRMs797vWJe9l0zQInIKg==,80000,0,2/4/2024,"dear ewkpr, your 0###001 debited by npr 80,000.00 on 04/02/2024 12:50:01,rmk:97031XXXXX qr."
CaRMs797vWJe9l0zQInIKg==,30000,0,2/4/2024,"dear stoge, your 0###001 credited by npr 30,000.00 on 04/02/2024 12:52:17,rmk:xyzcode xyzcode-28507744:ctznnp."
CaRMs797vWJe9l0zQInIKg==,30000,0,2/4/2024,"dear qcgro, your 0###001 debited by npr 30,000.00 on 04/02/2024 12:54:56,rmk:97031XXXXX qr."
ZZSwbnodFM9T0v/59+pLyQ==,3000,0,1/8/2024,"dear jiiwd, your ##phone_num has been debited by npr 3,000.00 on 08/01/24. remarks:atm/birtamode branch"
ZZSwbnodFM9T0v/59+pLyQ==,1000,0,1/8/2024,"dear feoff, your ##phone_num has been debited by npr 1,000.00 on 08/01/24. remarks:atm/birtamode branch"
c3UcwMxbpoEoLFwni5UZ8A==,0,0,1/8/2024,"dear waupr, your verification code for reset device is 159463. don't share this code with anyone qe66q/cgbj/"
BFEFbO8xBHBM4WpjrGMLiw==,0,0,1/8/2024,"dear giquy, your service for 98672XXXXX has been activated."
bf13/3Fb92NQN3Pejei9Eg==,10000,0,1/8/2024,"stay updated about revised minimum balances in xyzFinancialinstitution accounts url a/c 0###700001 credited by npr 10,000.00 on 08/01/2024 14:23:42,saran rai."
bzzFF6EQHy9VDlbl0Erh/g==,0,1500,1/8/2024,"dear gysmh, npr 1,500.00 has been deposited in your a/c 108###11 on 08/01/2024 14:21:30. rmk: 98159XXXXX,nobraj"
cqqIeeNpQ+tNeONXEmVj8g==,360,0,1/8/2024,"received rs.360 from 98074XXXXX for rrn 202208214, smirti. download: url  watch: url"
CE1g0h7I0lmvI2xN0CrTuw==,500,0,2/9/2024,your a/c ##01 has been withdrawn by npr 500.00 on 09/02/24 11:52rmk: 98677XXXXX 98194XXXXX. av.bal.53465.69.enjoy fd upto 9.00%
CjUlY+MarJKGnNXpAulc8w==,15000,0,2/9/2024,"dear wejxp, your #98701001 has been credited by npr 15,000.00 on 09/02/24. remarks:(cash deposited by nischal ghimire)."
bwPItYt7s6lGPLaxPIsp/g==,183000,0,2/9/2024,"your a/c ###001 has been credited by npr 183,000.00 on 09/02/2024 12:16.remarks: cash depo by bishal kumar s. xyzFinancialinstitution coming soon."
BvMLEj0fCrXkYz1ZmDl/dg==,6000,0,1/14/2024,"dear whqtw, a/c 001###0005 deposited by npr 6,000.00 on 14/01/2024 11:07:49. rmk: self  av bal:8861.06"
CaRMs797vWJe9l0zQInIKg==,100000,0,1/14/2024,"dear gkxuv, your 0###001 debited by npr 100,000.00 on 14/01/2024 11:17:45,rmk:97031XXXXX mob,kc pasal."
BFEFbO8xBHBM4WpjrGMLiw==,10000,0,1/14/2024,"your a/c ##01 has been withdrawn by npr 10,000.00 on 14/01/24 17:19rmk: 98672XXXXX 204997554,2222. av.bal.4051.27.enjoy fd upto 9.60%"
CaRMs797vWJe9l0zQInIKg==,16000,0,1/14/2024,"dear urdxh, your 0###001 debited by npr 16,000.00 on 14/01/2024 11:38:16,rmk:97031XXXXX qr."
CaRMs797vWJe9l0zQInIKg==,495000,0,1/14/2024,"dear kylre, your 0###001 debited by npr 495,000.00 on 14/01/2024 11:42:59,rmk:int. trf to 04601200128639######."
CaRMs797vWJe9l0zQInIKg==,14010,0,1/14/2024,"dear lgqqi, your 0###001 debited by npr 14,010.00 on 14/01/2024 11:45:07,rmk:97031XXXXX mob,dipesh."
BvMLEj0fCrXkYz1ZmDl/dg==,8008,0,1/14/2024,"dear yfvfy, a/c 001###0005 withdrawn by npr 8,008.00 on 14/01/2024 11:57:56. rmk: bnkft-man ku av bal:853.06"
cLveLm0YB1mEOxp3FRXMrQ==,360,0,2/14/2024,"xyzcode ac 0###15194361 debited by npr 360.00 on 14/02/2024 for fund trf to a/c payable ibft (in-219288460,mobile"
Cgg5oYSu2KxJPSRbC7Kuog==,5010,0,1/10/2024,"dear jrmzh, ###9041 is debited by npr 5,010.00 on 10/01/2024, remarks: mb/98662XXXXX/glbbnp av bal: 3154.24. support center:#phone_num"
znpkqDjEwydqeqZHKYDzyw==,0,25016.77,1/10/2024,"dear kmolz,npr 25,016.77 credited in your a/c ###0011 on 10/01/2024 remarks: salary09__ available bal: 125724.99. update kyc url"
znpkqDjEwydqeqZHKYDzyw==,0,3000,2/15/2024,"dear cscti,npr 3,000.00 debited from your a/c ###0011 on 15/02/2024 remarks: shantidang available bal: 113891.81. update kyc url"
znpkqDjEwydqeqZHKYDzyw==,0,1500,2/15/2024,"dear dpuok,npr 1,500.00 debited from your a/c ###0011 on 15/02/2024 remarks: niranjan k available bal: 112391.81. update kyc url"
znpkqDjEwydqeqZHKYDzyw==,0,3000,2/15/2024,"dear jtlcg,npr 3,000.00 debited from your a/c ###0011 on 15/02/2024 remarks: rachana gy available bal: 109391.81. update kyc url"
OWLr0TMWp5TdH8Ii9fWWYA==,454937.84.,24183.7,1/29/2024,"dear pivzp, npr 24,183.70 is deposited in a/c 022#4594 on 29/01/2024 17:01. rmk: 04012401######gh. good baln: npr 454937.84."
znpkqDjEwydqeqZHKYDzyw==,0,25911.87,1/29/2024,"dear zgeik,npr 25,911.87 credited in your a/c ###0011 on 29/01/2024 remarks: nef redemp available bal: 72584.27. update kyc url"
ZZSwbnodFM9T0v/59+pLyQ==,15000,0,1/29/2024,"xyzcode ac ###500833360 credited by npr 15,000.00 on 29/01/2024 for cips fund trf frm ips e-payment i-"
Cgg5oYSu2KxJPSRbC7Kuog==,8000,0,1/9/2024,"dear fkolj, ###9041 is credited by npr 8,000.00 on 09/01/2024, remarks: mb/xyzFinancialinstitution/xyzcodekaxp- av bal: 8164.24. support center:#phone_num"
BFEFbO8xBHBM4WpjrGMLiw==,0,0,1/9/2024,"respected shareholders,"
CE1g0h7I0lmvI2xN0CrTuw==,35000,0,1/21/2024,"your a/c ##01 has been withdrawn by npr 35,000.00 on 21/01/24 16:25rmk: home chq. 00151XXXXX paid. av.bal.2975.69.enjoy fd upto 9.00%"
CaRMs797vWJe9l0zQInIKg==,6000,0,1/21/2024,"dear dnalw, your 0###001 debited by npr 6,000.00 on 21/01/2024 08:06:27,rmk:97031XXXXX mob,liladhar."
cLveLm0YB1mEOxp3FRXMrQ==,2000,0,2/22/2024,"xyzcode ac 0###15194361 credited by npr 2,000.00 on 22/02/2024 for fund trf frm a/c payable ibf-fon:ibft:3495715/fun fon/xyzcodeibft1"
bf13/3Fb92NQN3Pejei9Eg==,0,0,2/6/2024,"a/c 099#01 debited by 2000 on 2024-02-06 16:13:31.0,xyzFinancialinstitution,26794354,98446."
Cgg5oYSu2KxJPSRbC7Kuog==,1000,0,2/6/2024,"dear nmjar, ###9041 is debited by npr 1,000.00 on 06/02/2024, remarks: mb/98662XXXXX/ft to  av bal: 15.26. support center:#phone_num"
OWLr0TMWp5TdH8Ii9fWWYA==,475133.61,3240,2/25/2024,"dear urwdw, npr 3,240.00 is withdrawn from a/c 022#4594 on 25/02/2024 17:13. rmk: 98418XXXXX. good baln: npr 475133.61"
cqqIeeNpQ+tNeONXEmVj8g==,395,0,2/25/2024,"received rs.395 from 98037XXXXX for rrn 225002116, ml. download: url  watch: url"
zTDzlt5GHGWFKBrvwKQDSA==,925,0,2/25/2024,"dear jcyho, ###9011 is debited by npr 925.00 on 25/02/2024, remarks: mb/98434XXXXX/224861 av bal: 88618.72. support center:#phone_num"
ZZSwbnodFM9T0v/59+pLyQ==,0,0,2/25/2024,"dear cvssk, your a/c 011####phone_num balance is npr 130.78 as of date 25/02/2024"
CE1g0h7I0lmvI2xN0CrTuw==,27654,0,1/23/2024,"dear yufjx, thank you for payment of rs.27,654 for policy no. ul154369.please download our customer service app for url metlife."
znpkqDjEwydqeqZHKYDzyw==,0,2010,1/23/2024,"dear zswig,npr 2,010.00 debited from your a/c ###0011 on 23/01/2024 remarks: cheli ,ibf available bal: 50192.4. update kyc url"
CE1g0h7I0lmvI2xN0CrTuw==,19860,0,1/23/2024,"dear memcs, thank you for payment of rs.19,860 for policy no. 379528.please download our customer service app for url metlife."
Cgg5oYSu2KxJPSRbC7Kuog==,1010,0,1/23/2024,"dear pxmur, ###9041 is debited by npr 1,010.00 on 23/01/2024, remarks: mb/98662XXXXX/boalnp av bal: 9514.06. support center:#phone_num"
zTDzlt5GHGWFKBrvwKQDSA==,500,0,2/12/2024,"dear aouou, ###9011 is debited by npr 500.00 on 12/02/2024, remarks: mb/98434XXXXX/xyzFinancialinstitution, av bal: 219080.97. support center:#phone_num"
zTDzlt5GHGWFKBrvwKQDSA==,33962.75,0,2/12/2024,"dear jkkiq, ###9011 is credited by npr 33,962.75 on 12/02/2024, remarks: salary magh 2080 av bal: 253043.72. support center:#phone_num"
cqqIeeNpQ+tNeONXEmVj8g==,1025,0,2/5/2024,"received rs.1025 from 98474XXXXX for rrn 215083990, shaving. download: url  watch: url"
znpkqDjEwydqeqZHKYDzyw==,0,215.99,2/5/2024,"dear didec,npr 215.99 credited in your a/c ###0011 on 05/02/2024 remarks: nifra4_2__ available bal: 77108.26. update kyc url"
bf13/3Fb92NQN3Pejei9Eg==,0,0,1/3/2024,"stay updated about revised minimum balances in xyzFinancialinstitution accounts url a/c 099#01 credited by 10000 on 2024-01-03 09:36:51.0,xyzcode:ibft:312066606:2."
grEQACGtnSIBFvM7m9Tn1w==,2,0,1/3/2024,xyzcode ac 0####phone_num debited by npr 2.00 on 03/01/2024 for ips fund trf charge
grEQACGtnSIBFvM7m9Tn1w==,500,0,1/3/2024,xyzcode ac 0####phone_num credited by npr 500.00 on 03/01/2024 for ips/25.00%nimb-div73/74dc5749/dividend payable f.y
bzzFF6EQHy9VDlbl0Erh/g==,0,3000,2/20/2024,"dear vlalf, npr 3,000.00 has been deposited in your a/c 108###11 on 20/02/2024 11:22:21. rmk: ia4874tgjdz-1-ia4874tgjdz"
bzzFF6EQHy9VDlbl0Erh/g==,0,1000,2/20/2024,"dear rccxy, npr 1,000.00 has been deposited in your a/c 108###11 on 20/02/2024 11:27:06. rmk: 98031XXXXX,pay"
bzzFF6EQHy9VDlbl0Erh/g==,0,3000,2/20/2024,"dear ezpnt, npr 3,000.00 has been withdrawn from your a/c 108###11 on 20/02/2024 11:38:38. rmk: cwd atm @ xyzcode illam atm"
bzzFF6EQHy9VDlbl0Erh/g==,0,1000,2/20/2024,"dear ujfqo, npr 1,000.00 has been withdrawn from your a/c 108###11 on 20/02/2024 11:39:24. rmk: cwd atm @ xyzcode illam atm"
grEQACGtnSIBFvM7m9Tn1w==,34724.25,0,2/20/2024,"stay updated about revised minimum balances url a/c 0###800001 credited by npr 34,724.25 on 20/02/2024 14:40:10,nepal elver."
CjUlY+MarJKGnNXpAulc8w==,0,100,2/7/2024,"dear qeczd,npr 100.00 debited from your a/c ###0017 on 07/02/2024 remarks: nt prepaid available bal: 27395.4. update kyc url"
cqqIeeNpQ+tNeONXEmVj8g==,125,0,2/27/2024,"received rs.125 from 98037XXXXX for rrn 225692547, ml. download: url  watch: url"
zTDzlt5GHGWFKBrvwKQDSA==,16750,0,1/16/2024,"dear ohiim, ###9011 is credited by npr 16,750.00 on 16/01/2024, remarks: mb/xyzFinancialinstitution/laxsun-xp-2 av bal: 79334.79. support center:#phone_num"
bzzFF6EQHy9VDlbl0Erh/g==,0,3000,1/16/2024,"dear kawum, npr 3,000.00 has been withdrawn from your a/c 108###11 on 16/01/2024 08:53:59. rmk: cwd atm @ xyzcode illam atm"
zTDzlt5GHGWFKBrvwKQDSA==,16500,0,2/23/2024,"dear fbdac, ###9011 is credited by npr 16,500.00 on 23/02/2024, remarks: leave fare allowance av bal: 269543.72. support center:#phone_num"
Cgg5oYSu2KxJPSRbC7Kuog==,2000,0,2/23/2024,"dear stayo, ###9041 is debited by npr 2,000.00 on 23/02/2024, remarks: atm/459521x6310/xyzFinancialinstitution av bal: 7406.46. support center:#phone_num"
zTDzlt5GHGWFKBrvwKQDSA==,180000,0,2/23/2024,"dear rmslp, ###9011 is debited by npr 180,000.00 on 23/02/2024, remarks: mb/98434XXXXX/223870 av bal: 89543.72. support center:#phone_num"
cqqIeeNpQ+tNeONXEmVj8g==,965,0,2/16/2024,"received rs.965 from 98188XXXXX for rrn 220523926, pay. download: url  watch: url"
Cgg5oYSu2KxJPSRbC7Kuog==,1000,0,2/16/2024,"dear sieco, ###9041 is debited by npr 1,000.00 on 16/02/2024, remarks: mb/98662XXXXX/ft to  av bal: 2970.46. support center:#phone_num"
bV6oDJgaWQU15xITCpVMhA==,0,5010,2/2/2024,"dear llqxp, npr 5,010.00 has been withdrawn from your a/c 057###11 on 02/02/2024 19:44:45. rmk: 31762682,fonepay"
zTDzlt5GHGWFKBrvwKQDSA==,2010,0,2/2/2024,"dear vfyuo, ###9011 is debited by npr 2,010.00 on 02/02/2024, remarks: mb/98434XXXXX/pcblnp av bal: 20983.99. support center:#phone_num"
ZZSwbnodFM9T0v/59+pLyQ==,0,0,2/9/2024,"dear qdaev, your a/c 011####phone_num balance is npr 2,200.78 as of date 09/02/2024"
bf13/3Fb92NQN3Pejei9Eg==,0,0,2/9/2024,"a/c 099#01 debited by 15010 on 2024-02-09 08:46:04.0,xyzcode:27009209|bo."
CE1g0h7I0lmvI2xN0CrTuw==,16500,0,2/9/2024,"your a/c ##01 has been deposited by npr 16,500.00 on 09/02/24 09:18rmk: xyzcode snmxp-33051779. av.bal.53965.69.enjoy fd upto 9.00%"
BvMLEj0fCrXkYz1ZmDl/dg==,36423,0,2/9/2024,"dear ljknx, a/c 001###0005 deposited by npr 36,423.00 on 09/02/2024 15:04:36. rmk: salary magh av bal:36735.06"
znpkqDjEwydqeqZHKYDzyw==,0,35070.55,2/9/2024,"dear ursws,npr 35,070.55 credited in your a/c ###0011 on 09/02/2024 remarks: salary10__ available bal: 112178.81. update kyc url"
CaRMs797vWJe9l0zQInIKg==,30000,0,1/19/2024,"dear sqcpr, your 0###001 debited by npr 30,000.00 on 19/01/2024 10:53:05,rmk:home chq. 00096XXXXX pmt to lila dh."
OWLr0TMWp5TdH8Ii9fWWYA==,529979.84.,6049.99,1/19/2024,"dear tkkyl, npr 6,049.99 is deposited in a/c 022#4594 on 19/01/2024 11:42. rmk: 90012401######ic. good baln: npr 529979.84."
bV6oDJgaWQU15xITCpVMhA==,0,14500,1/19/2024,"dear wulcf, npr 14,500.00 has been deposited in your a/c 057###11 on 19/01/2024 19:46:51. rmk: nicxp-103354590"
CjUlY+MarJKGnNXpAulc8w==,0,31339,1/25/2024,"dear dffki,npr 31,339.00 credited in your a/c ###0017 on 25/01/2024 remarks: salary of  available bal: 41225.4. update kyc url"
BvMLEj0fCrXkYz1ZmDl/dg==,9500,0,1/30/2024,"dear vjjzl, a/c 001###0005 deposited by npr 9,500.00 on 30/01/2024 16:19:40. rmk: nabil-xp-475 av bal:10482.06"
znpkqDjEwydqeqZHKYDzyw==,0,3000,1/30/2024,"dear gokib,npr 3,000.00 credited in your a/c ###0011 on 30/01/2024 remarks: sonika adh available bal: 75584.27. update kyc url"
BvMLEj0fCrXkYz1ZmDl/dg==,9510,0,1/30/2024,"dear kdeqh, a/c 001###0005 withdrawn by npr 9,510.00 on 30/01/2024 16:29:51. rmk: xyzcode;008 av bal:972.06"
bf13/3Fb92NQN3Pejei9Eg==,0,0,1/30/2024,"a/c 099#01 credited by 2000 on 2024-01-30 16:54:53.0,xyzcode:ibft:332025123:2."
cLveLm0YB1mEOxp3FRXMrQ==,1000,0,1/30/2024,"xyzcode ac 0###15194361 credited by npr 1,000.00 on 30/01/2024 for fund trf frm a/c payable ibf-fon:ibft:3320490"
grEQACGtnSIBFvM7m9Tn1w==,0,0,2/26/2024,"apply for kumari sabal yojana url a/c 013#01 credited by 3300 on 2024-02-26 18:00:40.0,xyzcode:ibft:353078852:3."
grEQACGtnSIBFvM7m9Tn1w==,0,0,2/26/2024,"apply for kumari sabal yojana url a/c 013#01 credited by 1100 on 2024-02-26 18:32:38.0,xyzcode:ibft:353120703:3."
c3UcwMxbpoEoLFwni5UZ8A==,0,100,2/26/2024,"dear psaaa,npr 100.00 credited in your a/c ###0010 on 26/02/2024 remarks: law:170895 available bal: 3509.61. update kyc url"
